Lang	Family	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
141807	bhw	4   4   	5   5   	6   6   6   	7   2   	8   	9   	10   10   	1   1   	2   	3   
104998	bhw	4   	5   	6   	7   7   	8   	9   	10   6   10   	1   	2   2   	3   
66443	bhw	4   4   	5   5   5   	6   6   	7   7   7   7   2   	8   8   8   	9   	10   	1   	2   2   2   7   2   	3   3   
60219	swe	4   	22   	28   6   	27   	31   8   31   	24   9   	23   	29   1   	2   	25   3   3   
137894	bhw	4   	5   	28   	7   	8   	9   	10   	1   	2   	3   
103319	bhw	4   	5   5   5   5   	6   6   6   6   28   	27   7   7   7   7   	31   8   8   8   8   	9   24   9   9   	23   23   10   	1   1   29   	2   2   	3   3   3   3   
139948	bhw	4   4   4   	5   5   	6   6   	7   7   7   	8   8   	9   	10   	1   1   	2   	3   
76581	bhw	4   4   	5   5   5   	6   	7   7   	8   	9   9   	10   	1   1   	2   	3   
82042	bhw	4   	5   5   5   5   5   	6   6   	7   7   	8   	9   9   	10   10   	1   1   	2   7   	3   3   3   
75175	bhw	4   30   4   	22   5   5   5   5   	6   6   6   6   6   	7   7   7   	8   8   31   	9   9   9   9   9   9   	10   10   10   23   10   10   	1   	2   26   2   	3   3   3   
108868	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   1   	3   2   	3   
141806	bhw	4   	22   5   5   	6   	7   7   7   	8   	9   	10   10   10   	1   	2   	3   
76579	bhw	4   4   	5   	6   	7   7   	8   8   8   	9   	10   	1   	2   3   2   	3   
118195	bhw	4   		6   	7   	8   	9   	10   	1   	2   2   	3   
141805	bhw	4   	5   5   	6   6   	7   7   	8   8   	9   9   	10   10   	1   1   	2   26   	3   3   
120129	bhw	4   4   4   	5   	6   3   6   6   	7   	8   	9   	10   10   	1   	2   2   2   2   2   	3   3   
135897	bhw	4   	5   5   5   5   	6   	7   7   	8   	9   9   	10   	1   	2   2   7   4   	3   
20825	bhw		5   5   	6   	7   	8   	9   	10   	1   	2   	3   3   
131950	bhw	4   	5   5   5   	6   6   	7   7   	8   	9   9   	10   10   10   10   10   	1   	3   2   2   3   2   	3   3   3   3   
135896	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   29   1   	26   2   2   2   	25   3   3   
131947	bhw	4   4   	5   5   2   21   	6   6   6   	7   	8   8   	9   	10   	1   	2   	3   3   
103317	bhw	4   	5   5   22   	6   6   6   	7   7   7   7   	8   8   	9   9   	10   10   10   	1   1   	2   8   2   3   	3   3   3   
125925	swe	30   	5   	6   6   	7   	31   	24   	23   	29   	2   	25   
135895	bhw	30   4   	5   5   5   5   	6   	7   	8   8   	9   9   	10   10   10   	1   	2   26   	3   3   
139946	bhw	4   4   	5   	6   	7   7   7   7   	8   	9   	10   	1   1   	2   	3   3   
141804	bhw	4   	5   	6   	7   7   7   7   	8   8   8   	9   	10   10   10   10   10   	1   	3   	3   
125924	bhw	4   	5   5   5   5   	6   6   	7   7   	8   	9   	10   	1   1   1   	2   2   	3   
137890	bhw	4   4   	5   5   21   	6   	7   	8   8   8   	9   24   9   	10   	1   1   29   	2   	3   3   
118193	bhw	4   4   30   	5   5   	28   	7   	8   8   	9   	10   10   10   	1   	2   2   3   2   	3   3   3   
99717	bhw	4   	5   5   5   5   	6   	7   7   	8   8   8   	9   	10   	1   	2   3   2   	3   2   
141803	bhw	4   	5   	6   		8   	9   	10   10   	1   	2   	
141802	bhw	4   	5   	6   	7   	8   	9   	10   10   10   	1   	2   2   	3   
103312	bhw	4   	5   21   22   	6   6   6   	7   27   	8   8   8   31   	9   9   	10   	1   	2   	3   3   3   
92716	bhw	4   	5   	6   	7   	8   	10   		1   	2   	3   
137887	swe	30   	21   22   5   	6   	7   	31   8   	9   	23   	29   	26   26   2   2   	25   
83438	bhw	4   	5   5   	6   	7   7   	8   8   8   	9   10   9   	10   10   	1   1   	2   2   	3   3   3   3   
141801	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   9   
77932	bhw	4   4   	5   	6   6   6   	7   	8   8   8   	9   	10   10   	1   	2   	3   
94523	bhw	4   	5   	6   	7   	8   	9   	10   10   10   	1   	3   3   	3   
76573	bhw	4   4   	5   5   	6   	7   	8   8   	9   9   	10   	1   	2   2   2   2   3   	3   3   3   
139943	bhw	4   	5   	6   6   	7   7   7   7   	8   	9   9   	10   10   	1   	7   	3   
101526	bhw	4   30   4   	5   	6   	7   	8   	9   	10   10   	1   	3   	3   
141800	bhw	30   	5   	6   	9   	8   8   	9   	10   23   	1   	9   2   	3   
75170	bhw	4   	5   22   	6   6   	7   	8   	9   	10   23   	1   	2   	3   3   
139942	swe	4   4   	22   5   5   22   5   21   22   	28   	27   7   7   	31   	24   25   9   	10   10   23   	29   29   	26   	3   3   3   
114390	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   10   	1   	7   9   	3   
123987	bhw	4   4   	5   	6   	7   	8   8   	9   9   9   	10   	1   	2   	25   3   
141799	bhw	4   4   4   	5   5   	6   	7   	8   	9   9   9   24   	10   10   10   10   10   	1   	2   2   26   2   2   	3   3   3   25   
116276	bhw	4   	5   5   	6   6   6   	7   	8   8   	9   	10   10   9   	1   1   	2   	3   
84950	bhw	4   30   	5   	6   	7   	8   	9   	10   	1   	2   	25   
121961	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   10   	1   	7   9   2   	3   
87982	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   	1   	2   	3   3   
141798	bhw	4   4   30   	5   21   	6   	27   7   	8   8   	9   	10   10   	1   1   	2   	3   3   3   
133922	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   	2   	3   
139941	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	2   2   	3   
80705	bhw	4   	5   5   5   5   21   	6   6   	7   7   7   7   7   	8   31   	9   9   24   	10   10   23   10   10   	1   1   1   	2   26   2   2   2   	3   3   
131940	bhw	4   	5   	6   	7   	8   	9   		1   		3   2   
80704	bhw	4   	5   5   	6   	7   	8   8   	9   9   	10   	1   	2   	3   
91149	bhw	30   	5   5   5   	6   	7   7   7   	8   	9   	10   	1   	2   2   	3   3   3   
82035	bhw	4   	5   	6   6   	7   7   7   	8   8   	9   	10   	1   	2   	3   
127991	bhw	4   4   	5   	6   	3   	8   	9   9   9   	10   	1   	2   	25   3   3   
139939	bhw	4   	5   5   	6   6   	7   7   7   	8   8   8   8   8   8   	9   	10   	1   1   1   	2   	3   2   
130005	swe	30   		28   	27   	31   	24   	23   	29   	26   	25   
104991	swe	4   30   4   	22   5   5   5   5   5   5   	6   	7   	8   	9   	10   10   	29   	2   	25   3   25   3   
141797	bhw	4   4   	5   	6   3   6   	7   7   	8   8   	9   9   	10   	1   	2   2   2   2   	3   3   
112516	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
96209	bhw	4   	5   	6   	7   	8   	9   	10   23   	1   	3   	3   
91147	bhw	4   4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
79268	bhw	4   30   30   	5   	6   	7   	8   8   8   	9   	10   	1   	2   	3   25   
125918	bhw	4   	5   5   	6   	7   7   	8   8   31   	9   9   	10   10   	1   	2   	3   3   
139938	swe	30   4   	21   5   21   	28   	27   27   7   7   	8   31   	24   	23   10   	29   1   	26   2   	25   25   25   3   
141796	swe	30   	21   22   5   	6   	7   	31   8   	9   	23   	29   	26   26   2   2   	25   
94518	bhw	4   	21   	6   	27   	8   8   	9   	10   10   10   	1   		3   3   
103305	bhw	4   	5   5   5   	6   	7   	8   8   	9   9   9   	10   10   	1   	2   2   2   2   	3   3   
141795	bhw	4   	5   5   5   5   5   	6   6   6   	7   7   	31   8   	9   	10   10   23   10   	1   	2   	25   3   3   
92710	bhw	4   4   	5   5   5   5   5   5   	6   6   6   6   	7   7   	8   	9   9   	10   	1   1   1   	2   2   	3   3   
133920	bhw	4   	5   5   	6   	7   7   	8   	9   	10   	1   	2   3   	3   
139937	bhw	4   	5   5   	28   28   	7   	8   31   8   	9   24   	23   10   	1   	2   2   26   	3   25   
101520	bhw	4   4   	5   5   5   	6   	7   	8   	9   9   9   	10   	1   1   	2   2   2   	3   
141794	bhw	4   4   	5   22   5   5   	6   28   	7   7   27   	8   31   	9   	10   10   	1   	2   2   2   	3   
139936	bhw	4   	5   5   	6   6   	7   	8   	9   	10   10   	1   	2   	3   
135885	bhw	4   4   	5   21   	6   	27   7   	8   	9   	10   	1   1   	2   	3   
110610	bhw	4   4   	5   5   	6   	7   	8   	9   9   	10   10   10   	1   1   	2   2   	3   
139935	bhw	4   	5   5   	6   6   	7   	8   	9   	10   10   	1   1   	2   2   8   2   	3   
118183	bhw	4   	5   5   5   5   	28   6   	7   7   	8   8   8   	9   	10   10   10   	1   	2   	3   
141793	bhw	4   4   4   	5   5   	6   	27   	8   	9   	10   	1   1   	3   2   2   	3   3   
139933	bhw	4   	5   5   5   	6   	7   	8   8   	9   	10   10   	1   	7   9   	3   
139932	bhw	4   	5   	6   6   	7   	8   8   	9   	10   10   9   	1   1   	2   	3   
82030	bhw	4   	21   5   22   5   	6   6   	7   	31   	9   	10   	1   	2   	3   3   25   
137879	bhw	4   	5   	6   6   28   	7   		9   	10   10   	1   	2   	3   
139931	bhw	4   	5   	6   	7   	8   8   	9   	10   	1   	3   	3   3   3   3   
130000	bhw	4   	5   	6   	7   7   	8   	9   	10   	1   	2   	3   
139929	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
141792	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
99704	bhw	4   	5   	6   	7   27   7   	8   8   	9   	10   23   10   	1   29   	2   	3   
96206	bhw	4   4   4   	5   5   5   	6   	7   	8   8   8   	9   	10   10   10   	1   	2   	3   
116267	bhw	4   	5   5   	6   	7   7   	8   8   	9   	10   	1   	3   	3   
141791	bhw	4   	5   5   5   	6   6   	7   	8   8   8   	9   	10   10   	1   	2   	3   
87972	bhw	4   	5   5   5   	6   	7   	8   8   	9   9   9   9   	10   10   10   	1   	2   	3   3   3   
137875	bhw	4   4   4   	5   5   5   5   22   5   	6   6   6   	7   7   	8   8   8   8   8   8   8   	9   9   	10   10   	1   	2   2   	3   3   3   3   
108850	bhw	30   	22   	6   	7   7   7   	8   	9   	23   10   10   	1   1   	2   2   	3   3   
104981	bhw	4   	5   5   	6   	7   7   	8   	9   	10   10   	1   1   	2   2   	3   3   
123979	bhw	30   	22   	6   4   	27   7   27   	8   	9   9   5   	10   10   23   	1   1   	2   	3   3   
133912	bhw	4   4   	5   5   5   	6   6   	7   	8   8   	9   9   	10   10   	1   	2   	3   
141790	bhw	4   	5   5   	6   	7   7   	8   	9   9   	10   10   10   	1   	2   	3   
89531	bhw	4   4   	5   5   	6   	7   7   	8   	9   	10   10   10   10   	1   	2   2   	3   3   
87970	bhw	4   	5   	6   	7   7   7   7   	8   	9   	10   10   	1   	2   	25   3   
91143	bhw	4   4   4   4   	5   5   5   5   	6   	7   7   7   	8   8   	9   9   	10   23   10   10   	1   1   	2   7   2   	3   3   3   
127982	bhw	4   4   	5   5   5   	6   	7   	8   8   	9   	10   	1   	2   	3   3   3   
84935	bhw	4   	5   5   	6   	7   	8   	9   	10   10   	1   	3   	3   
141789	bhw	4   	5   5   5   5   5   	6   6   	7   	8   	9   9   	10   10   	1   1   	2   7   	3   3   3   
139924	bhw	4   4   4   	5   	6   	7   	31   	9   	10   	1   	2   	3   3   3   3   3   
141788	bhw	4   	5   5   5   5   	6   	7   	8   	9   	10   10   	1   	2   	3   3   
121946	bhw	4   4   	5   21   5   	6   	7   	8   	9   9   	10   10   10   	1   1   1   	2   2   	3   
141787	bhw	4   30   30   	5   5   	6   6   	7   	8   8   8   8   	9   	10   10   10   	1   1   	2   2   	3   3   3   3   
135876	bhw	4   	5   	6   6   	27   	8   8   	9   	23   10   	1   	2   2   	3   
86470	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
120115	bhw	4   	5   5   5   22   	6   	7   7   7   27   	8   8   31   	9   	10   10   	1   	2   	3   3   3   
118177	bhw	4   	5   	6   		8   8   8   8   	9   10   	10   10   	1   1   	2   	3   3   
133908	bhw	4   	5   	6   	7   		9   	10   	1   	2   	3   
139923	bhw	4   	5   	6   	7   7   	8   	3   9   9   9   9   	10   10   	1   	2   2   	3   
123975	bhw	4   4   4   	5   	6   	7   	8   	9   	10   10   10   10   	1   	2   	3   
121945	bhw	4   	5   	6   6   	7   	8   	9   	10   10   10   10   	1   	2   2   	3   
96198	bhw	4   	22   22   	6   	27   	31   31   	9   9   	10   10   8   	1   	2   2   2   	3   3   3   3   
139922	bhw	4   4   4   4   	5   5   5   5   	6   	7   7   	8   8   	9   	10   10   10   	1   	2   2   	3   3   3   
114378	bhw	4   4   4   4   	5   	6   	7   	8   8   	9   9   	10   	1   	2   	3   
135874	bhw	4   	5   5   	6   6   28   	7   	31   	9   	10   10   	1   	2   	3   
97921	bhw	4   	5   5   5   	6   	7   7   	8   8   8   	9   9   	10   	1   	3   3   	3   3   3   3   
135873	bhw	4   	5   5   	6   6   	7   7   	8   	9   	10   	1   	2   2   	2   2   1439719   
139920	bhw	4   	5   	6   6   	7   	8   	9   	10   10   10   10   	1   	2   2   	3   
87965	bhw	4   4   	5   5   5   	6   	7   	8   8   8   	9   9   	10   	1   	2   2   2   3   	3   3   
141786	bhw	4   4   4   30   4   30   	5   21   5   	6   6   6   	27   	8   	9   9   	10   	1   	2   2   2   2   	3   3   
116260	bhw	4   	5   5   5   	6   6   6   	7   	8   	9   	10   10   	1   	2   	3   3   3   3   
141785	swe	30   	21   5   22   	28   	7   7   	8   	24   	23   	1   	26   	3   3   
94505	bhw	4   	5   21   5   5   	6   6   	7   7   	8   	9   	10   10   10   10   10   7   	1   1   1   	2   	3   3   
86465	swe	30   	22   5   	28   	27   7   	31   	24   	23   10   	29   	26   	25   
125904	bhw	4   30   	5   5   5   	6   		8   	9   9   	10   	1   	2   	3   3   3   
123971	bhw	4   	5   5   	6   6   	7   	8   	9   	10   10   10   	1   1   	2   	3   2   3   3   3   3   
106910	bhw	4   	5   5   5   5   5   5   	6   6   	7   	8   	9   9   9   9   	10   10   	1   1   1   	2   2   3   	3   
129990	bhw		5   5   	6   	7   7   7   7   	8   8   		10   10   10   	1   	2   2   2   	3   3   
135870	swe	30   30   	22   21   5   5   5   	28   28   6   	27   7   	31   	24   9   	23   10   	29   1   	26   3   26   2   	3   3   
73781	bhw	4   	5   5   	6   6   	7   	8   8   	9   	10   10   	1   	2   2   	3   3   
91136	bhw	4   	5   	6   	7   	8   	9   9   	10   	1   	2   2   	3   
89523	bhw	4   4   	5   	6   	7   	8   	9   9   9   	10   	1   1   	2   	3   
123969	bhw	4   	5   5   	6   	7   7   	8   	9   	10   10   10   	1   	7   	3   
141784	bhw	30   4   	5   5   	6   	7   7   7   7   	8   8   31   	9   	10   10   	1   	2   	3   3   
125903	bhw	4   	5   	6   	7   	8   	9   		1   	2   	3   3   
108839	bhw	4   	5   5   5   	6   	7   	8   8   	9   9   	6   	1   	2   26   	3   3   3   
118172	bhw	4   	5   5   5   	6   	7   	8   8   8   	9   	10   	1   1   29   	2   	3   
139919	bhw	4   	5   5   	6   6   6   6   	7   	8   31   	9   	10   10   	1   	2   2   2   2   	3   
123966	bhw	4   	5   	6   	27   	8   8   	9   9   	10   	1   1   	2   2   	3   3   
86462	bhw	4   	5   5   	6   	7   	8   8   	9   9   	10   	1   1   	2   	3   
123965	bhw	4   4   	5   5   	6   	7   	8   	9   9   	10   	1   1   1   	2   26   	3   3   
141783	bhw	4   	5   	6   	7   7   	8   	9   	10   10   10   	1   	3   2   2   3   2   	3   3   
116256	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   3   
108836	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
131919	bhw	4   	5   	6   3   	7   7   	8   	9   9   	10   	1   29   1   	2   26   	3   
141782	bhw	4   30   	5   22   	6   6   	7   27   	8   31   	9   9   	10   	1   	2   2   26   26   	3   3   
131918	bhw	4   	5   21   	6   28   	7   	8   8   	9   	10   10   	1   	2   2   	3   
139918	bhw	4   	21   	6   6   6   	7   	31   8   	9   24   9   9   9   	10   	1   	2   	25   3   3   
32721	bhw	4   4   4   4   	5   5   5   5   5   	6   	7   7   	8   	9   9   9   9   	10   	1   1   1   	2   2   7   2   	3   25   3   
135864	bhw	4   4   	5   		7   	8   	9   	10   	1   1   1   	2   	3   3   
121941	bhw	4   	5   	6   	7   	8   	9   	10   	1   1   	3   	3   
141781	bhw	4   	5   5   	6   	7   	8   8   8   8   	9   10   	10   10   10   	1   1   	2   2   	3   3   3   
139917	bhw	4   30   	5   5   5   5   5   		7   7   27   		9   9   9   3   9   	10   10   10   	1   	2   2   2   2   2   	3   3   3   3   3   
139916	bhw	4   	5   5   5   	6   	7   	8   	9   	10   	1   	26   	25   
26594	bhw	4   4   4   	5   5   5   5   5   5   5   	6   6   	7   7   7   7   	8   8   	9   9   	10   	1   1   	2   3   	3   3   
141780	swe	30   	22   	28   6   	27   7   	31   	9   9   	23   	1   1   1   	2   	3   25   
137866	bhw	4   	22   5   5   5   	6   	7   7   7   	8   	9   9   	10   10   	1   	2   	3   3   
104972	bhw	4   4   	5   22   	6   6   	7   	8   8   	9   24   24   9   9   9   	10   	1   	2   2   2   2   	3   3   
104971	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   2   	3   9   
108830	bhw	4   30   	5   5   5   	6   	7   7   7   7   	8   	9   	10   10   	1   1   1   1   	2   8   2   	3   2   
79251	bhw	4   	5   5   5   22   	6   6   6   6   6   6   	7   	31   	9   	10   	1   	2   2   2   	3   
76544	swe	4   4   	5   	28   	7   	8   	9   	23   	1   1   	2   	25   3   3   3   
89518	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   1   	2   	3   
139915	bhw	4   4   	5   5   	6   	7   	8   8   	9   24   	10   	1   1   29   	2   	3   3   
75147	bhw	4   	5   5   5   22   	6   6   6   6   	7   27   27   	8   8   	9   24   	23   23   10   	1   1   1   	2   2   2   	3   25   3   
101503	bhw	30   4   	5   	6   	7   7   7   7   7   7   	8   	9   	10   10   	1   1   	2   	2   
91129	bhw	4   4   4   	5   22   	6   	7   	8   	9   9   	10   	1   	2   	3   25   
125897	bhw	4   	5   5   	6   	7   	8   		10   	1   	3   	
12545	bhw	4   	5   	6   	7   27   	8   8   8   	9   9   9   	10   	1   1   	2   2   	3   3   3   3   
118168	bhw	4   	5   	6   	7   27   	8   	9   	10   	1   29   	26   	3   
129986	bhw	4   	22   	6   	7   	8   			1   	3   	
139913	bhw	4   	5   5   5   5   	6   	7   7   7   	8   	24   	10   10   	1   	2   2   	3   3   7   3   3   
141779	bhw	4   4   4   	5   5   5   	6   10   	7   7   7   	8   	9   	10   23   10   10   	1   	2   	3   3   
104968	bhw	4   	5   	6   	7   	8   	9   	10   10   		2   	3   
141778	bhw	4   		6   	7   	8   	9   	10   	1   	2   	3   
135859	bhw	4   	5   5   5   	6   	7   	31   	9   9   9   9   	10   10   10   	1   	2   	3   
103290	bhw	4   	5   	6   	7   	8   8   8   	9   	10   	1   	2   	3   
86459	bhw	4   4   	5   5   5   5   5   22   5   5   	6   6   	7   27   7   	8   31   8   8   	9   	10   10   	1   	2   26   2   2   	25   3   3   3   3   3   3   
131909	bhw	4   	5   5   5   5   5   21   	6   6   6   	7   27   7   	8   8   	9   	10   10   23   	1   	2   2   	3   3   3   
114368	bhw	4   	5   5   	6   	7   7   	8   	9   	10   	1   	2   	3   3   
131907	bhw	4   	5   21   	6   	7   	8   	9   	10   10   10   10   	1   	2   	3   
103288	bhw	4   	5   	6   	7   	8   8   	9   	10   10   10   	1   	7   	3   
131906	bhw	4   4   30   4   	5   5   5   21   5   21   5   	6   	7   7   	8   8   	9   9   9   	10   10   10   	1   	2   2   26   	3   3   3   3   3   
135856	bhw	4   4   	5   5   5   	6   6   6   6   6   	7   	8   8   	9   	10   10   	1   	2   2   	3   
141777	bhw	4   	5   5   5   	6   6   	7   	8   8   	9   9   	10   6   	1   	2   2   26   	3   3   3   
135855	bhw	4   	5   	6   	27   	31   	24   	23   	1   	26   	3   3   
133902	bhw	4   30   	5   	6   6   	7   7   	8   8   8   	9   	10   10   	1   1   1   	2   	3   3   
103286	bhw	4   4   4   	9   	6   	7   	8   	9   	10   23   10   10   	1   	2   2   	3   
121932	bhw	4   	5   	6   	3   	8   	9   	10   	1   	2   	3   
77898	bhw	4   	5   5   	6   	7   	8   	9   	10   	1   1   		3   
97911	bhw	4   	5   5   	6   6   6   	7   	8   	9   	10   10   10   	1   1   	2   	3   2   3   3   3   3   
141776	bhw	4   4   4   	5   5   22   	6   	7   	8   	9   	10   	1   1   	2   2   5   	3   3   3   25   
135854	bhw	4   	5   5   5   	6   	7   7   	8   	9   9   	10   	1   1   	2   	3   3   3   25   
141775	bhw	4   	5   	6   	7   	8   	9   	10   10   	1   	2   	3   
112482	bhw	4   4   	5   	6   	7   	8   	9   	10   	1   	2   3   	3   3   
114364	bhw	4   4   4   	5   5   5   5   5   5   	6   6   6   6   	7   	8   8   	9   9   9   	10   10   10   	1   1   	2   	3   3   3   3   
123956	bhw	4   	5   5   	6   6   	7   	8   	9   	10   10   	1   	2   3   2   	3   3   3   
129980	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   25   
116240	bhw	4   	5   		7   	8   	9   	10   	1   1   1   	2   	3   3   3   
108820	bhw	4   	5   	6   	7   	8   	9   	10   	1   	2   	3   
129979	bhw	4   	5   5   	6   	7   	8   	9   	10   10   	1   	2   3   	3   3   3   3   
139909	bhw	4   	5   5   5   5   5   5   	6   	7   7   7   7   	8   8   	9   9   	10   	1   	2   2   2   2   2   	3   3   
72344	bhw	4   4   	5   5   5   5   5   	6   6   	7   	8   	9   	10   	1   	2   	3   
